0.0	0.005	0.0	0.0	0.0	0.0	0.035	100.0
0.01	0.005	0.0	0.013707259630576129	0.0	3.635075247232659e-5	0.03499097198986249	99.85232036969626
0.02	0.005	0.0	0.027064619114953517	0.0	0.00014399825664462116	0.03498194630843833	99.70485883212457
0.03	0.005	0.0	0.04008101011441331	0.0	0.0003208785943691773	0.03497292295512683	99.5576150652064
0.04	0.005	0.0	0.05276513623456239	0.0	0.0005649842209133854	0.03496390192932748	99.41058874733889
0.05	0.005	0.0	0.06512547905361513	0.0	0.0008743623668700095	0.034954883230439916	99.26377955739403
0.06	0.005	0.0	0.07717030338853231	0.0	0.0012471136336909916	0.03494586685786392	99.11718717471814
0.07	0.005	0.0	0.08890766346316131	0.0	0.00168139037622518	0.03493685281099944	98.97081127913104
0.08	0.005	0.0	0.10034540747956207	0.0	0.0021753954859048126	0.03492784108924657	98.8246515509254
0.09	0.005	0.0	0.11149118361325609	0.0	0.002727380810876272	0.03491883169200557	98.67870767086603
0.1	0.005	0.0	0.12235244490357763	0.0	0.0033356458983579904	0.034909824618676845	98.53297932018916
0.11	0.005	0.0	0.132936453465683	0.0	0.003998536841762501	0.034900819868660955	98.38746618060186
0.12	0.005	0.0	0.14325028695068556	0.0	0.004714444637144855	0.03489181744135862	98.24216793428111
0.13	0.005	0.0	0.1533008420482851	0.0	0.005481804271705479	0.03488281733617072	98.09708426387336
0.14	0.005	0.0	0.1630948385928769	0.0	0.006299093596804276	0.03487381955249826	97.95221485249374
0.15	0.005	0.0	0.1726388261140974	0.0	0.007164831688404844	0.034864824089742445	97.80755938372525
0.16	0.005	0.0	0.18193918665773	0.0	0.008077578124075354	0.0348558309473046	97.66311754161819
0.17	0.005	0.0	0.19100213836906127	0.0	0.009035931982330424	0.03484684012458621	97.51888901068963
0.18	0.005	0.0	0.1998337415805444	0.0	0.01003853032106314	0.03483785162098893	97.37487347592236
0.19	0.005	0.0	0.20843990235283008	0.0	0.011084047302878876	0.03482886543591455	97.23107062276435
0.2	0.005	0.0	0.21682637523998197	0.0	0.01217119343452859	0.03481988156876502	97.08748013712821
0.21	0.005	0.0	0.22499876711516087	0.0	0.013298714548882694	0.03481090001894246	96.94410170539054
0.22	0.005	0.0	0.23296254346550346	0.0	0.01446539027492682	0.03480192078584912	96.80093501439075
0.23	0.005	0.0	0.24072302985320246	0.0	0.015670033669697346	0.03479294386888742	96.65797975143087
0.24	0.005	0.0	0.24828541508420562	0.0	0.016911490336271796	0.034783969267459934	96.51523560427484
0.25	0.005	0.0	0.25565475510790586	0.0	0.0181886374358592	0.03477499698096938	96.37270226114774
0.26	0.005	0.0	0.26283597858872965	0.0	0.019500382345324443	0.03476602700881863	96.23037941073477
0.27	0.005	0.0	0.26983388779598216	0.0	0.020845662431816223	0.034757059350410735	96.08826674218103
0.28	0.005	0.0	0.2766531617335191	0.0	0.0222234441869149	0.03474809400514886	95.94636394509081
0.29	0.005	0.0	0.2832983592053598	0.0	0.023632722449812772	0.03473913097243636	95.8046707095269
0.3	0.005	0.0	0.28977392459689616	0.0	0.025072519028673204	0.03473017025167672	95.66318672600941
0.31	0.005	0.0	0.2960841885180128	0.0	0.02654188254226825	0.03472121184227359	95.52191168551562
0.32	0.005	0.0	0.30223337058728633	0.0	0.028039887673825207	0.03471225574363077	95.38084527947923
0.33	0.005	0.0	0.30822558119465954	0.0	0.02956563467186809	0.03470330195515222	95.23998719978997
0.34	0.005	0.0	0.314064827556596	0.0	0.031118247929501363	0.034694350476242045	95.09933713879211
0.35	0.005	0.0	0.3197550152726434	0.0	0.032696875609091625	0.03468540130630451	94.95889478928422
0.36	0.005	0.0	0.3252999493721377	0.0	0.034300689372191634	0.03467645444474403	94.81865984451875
0.37	0.005	0.0	0.33070333703226396	0.0	0.03592888361323839	0.03466750989096517	94.6786319982013
0.38	0.005	0.0	0.3359687904199205	0.0	0.037580674798935586	0.03465856764437266	94.53881094448985
0.39	0.005	0.0	0.3410998313821028	0.0	0.03925530036208512	0.034649627704371376	94.39919637799358
0.4	0.005	0.0	0.3460998916033522	0.0	0.0409520186631863	0.034640690070366346	94.2597879937728
0.41	0.005	0.0	0.35097231471710566	0.0	0.04267010844273848	0.03463175474176276	94.1205854873383
0.42	0.005	0.0	0.3557203576253375	0.0	0.04440886841297336	0.03462282171796595	93.98158855465084
